Instrument;Action;Quantity;Price;Time;ID;E/X;Position;Order ID;Name;Commission;Rate;Account;Connection;
MNQ MAR26;Sell;1;24998,25;17/12/2025 12:50:40;349455080681;Exit;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;2;25025,50;17/12/2025 12:53:33;349455080734;Entry;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;1;25013,00;17/12/2025 12:55:14;349455080754;Entry;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;3;25008,75;17/12/2025 12:55:16;349455080779;Exit;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;2;25003,25;17/12/2025 12:55:54;349455080791;Entry;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;2;25031,50;17/12/2025 13:39:18;349455080983;Exit;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;1;25030,75;17/12/2025 13:01:59;349455080811;Entry;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;1;25031,50;17/12/2025 13:39:18;349455080978;Exit;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;1;25002,25;17/12/2025 13:03:33;349455080823;Entry;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;1;25031,50;17/12/2025 13:39:18;349455080973;Exit;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;1;25006,25;17/12/2025 13:05:10;349455080847;Entry;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;1;25031,50;17/12/2025 13:39:18;349455080968;Exit;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;2;25027,25;17/12/2025 13:43:58;349455081005;Entry;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;2;25014,25;17/12/2025 13:44:31;349455081022;Exit;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;4;24923,25;17/12/2025 16:52:33;349455081033;Entry;-;;;$ 2,08;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;4;24906,75;17/12/2025 16:54:40;349455081058;Exit;-;;;$ 2,08;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;3;24914,75;17/12/2025 16:54:56;349455081069;Entry;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;3;24902,25;17/12/2025 16:55:00;349455081078;Exit;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25162,50;18/12/2025 09:30:49;349455081102;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25166,75;18/12/2025 09:31:13;349455081132;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;1;25168,50;18/12/2025 09:31:21;349455081140;Entry;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;1;25173,00;18/12/2025 09:31:25;349455081152;Entry;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;1;25172,00;18/12/2025 09:31:25;349455081164;Entry;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;1;25172,00;18/12/2025 09:31:26;349455081176;Entry;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;4;25165,50;18/12/2025 09:31:50;349455081244;Exit;-;;;$ 2,08;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;10;25173,00;18/12/2025 09:32:20;349455081258;Entry;-;;;$ 5,20;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;2;25184,50;18/12/2025 09:32:58;349455081308;Exit;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;3;25184,50;18/12/2025 09:32:58;349455081326;Exit;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25184,25;18/12/2025 09:32:58;349455081336;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;10;25172,75;18/12/2025 09:32:20;349455081270;Entry;-;;;$ 5,20;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;2;25184,50;18/12/2025 09:32:58;349455081303;Exit;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;3;25184,50;18/12/2025 09:32:58;349455081321;Exit;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25184,25;18/12/2025 09:32:58;349455081331;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25268,50;18/12/2025 10:34:19;349455081358;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25215,00;18/12/2025 10:39:56;349455081387;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;7;25270,75;18/12/2025 15:04:42;349455081398;Entry;-;;;$ 3,64;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;7;25307,00;18/12/2025 15:11:57;349455081464;Exit;-;;;$ 3,64;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;3;25269,50;18/12/2025 15:05:08;349455081418;Entry;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;3;25307,00;18/12/2025 15:11:57;349455081459;Exit;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25248,00;18/12/2025 15:51:55;349455081480;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25232,00;18/12/2025 15:53:01;349455081501;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25281,75;18/12/2025 16:14:32;349455081518;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25291,25;18/12/2025 16:14:48;349455081535;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25290,75;18/12/2025 16:15:24;349455081546;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25277,75;18/12/2025 16:17:48;349455081567;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25302,50;18/12/2025 16:29:05;349455081578;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25316,00;18/12/2025 16:34:41;349455081643;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25307,25;18/12/2025 16:29:37;349455081594;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25316,00;18/12/2025 16:34:41;349455081648;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25309,50;18/12/2025 16:31:31;349455081622;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25316,00;18/12/2025 16:34:41;349455081653;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;10;25321,00;18/12/2025 16:35:25;349455081670;Entry;-;;;$ 5,20;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;1;25319,00;18/12/2025 16:36:37;349455081687;Exit;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25318,25;18/12/2025 16:37:22;349455081732;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;4;25318,50;18/12/2025 16:37:22;349455081751;Exit;-;;;$ 2,08;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25314,25;18/12/2025 16:37:00;349455081703;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25318,25;18/12/2025 16:37:22;349455081737;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25317,50;18/12/2025 16:37:21;349455081723;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25318,25;18/12/2025 16:37:22;349455081744;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;15;25317,25;18/12/2025 16:37:28;349455081772;Entry;-;;;$ 7,80;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;9;25316,75;18/12/2025 16:41:32;349455081829;Exit;-;;;$ 4,68;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;6;25317,00;18/12/2025 16:41:32;349455081839;Exit;-;;;$ 3,12;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25320,75;18/12/2025 16:37:52;349455081796;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25316,75;18/12/2025 16:41:32;349455081834;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;30;25316,50;18/12/2025 16:42:15;349455081859;Entry;-;;;$ 15,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25324,75;18/12/2025 16:42:42;349455081880;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;8;25324,75;18/12/2025 16:42:43;349455081889;Exit;-;;;$ 4,16;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;2;25324,75;18/12/2025 16:42:44;349455081898;Exit;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;1;25324,75;18/12/2025 16:42:46;349455081907;Exit;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;14;25325,00;18/12/2025 16:42:48;349455081916;Exit;-;;;$ 7,28;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;20;25338,75;18/12/2025 16:47:27;349455081927;Entry;-;;;$ 10,40;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;15;25321,25;18/12/2025 16:48:48;349455081972;Exit;-;;;$ 7,80;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25320,50;18/12/2025 16:48:28;349455081951;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;10;25330,75;18/12/2025 16:50:02;349455081983;Entry;-;;;$ 5,20;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;10;25321,00;18/12/2025 16:50:29;349455082008;Exit;-;;;$ 5,20;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;7;25294,75;19/12/2025 08:56:23;349455082024;Entry;-;;;$ 3,64;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;7;25285,50;19/12/2025 08:58:42;349455082093;Exit;-;;;$ 3,64;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;3;25295,25;19/12/2025 08:56:36;349455082044;Entry;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;3;25285,50;19/12/2025 08:58:42;349455082086;Exit;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25292,25;19/12/2025 08:58:21;349455082072;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25285,50;19/12/2025 08:58:42;349455082081;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;10;25285,00;19/12/2025 08:59:44;349455082112;Entry;-;;;$ 5,20;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;2;25309,75;19/12/2025 09:22:03;349455082223;Exit;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;8;25309,50;19/12/2025 09:22:04;349455082240;Exit;-;;;$ 4,16;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25284,00;19/12/2025 09:00:20;349455082132;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;2;25309,75;19/12/2025 09:22:03;349455082218;Exit;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;3;25309,50;19/12/2025 09:22:04;349455082233;Exit;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25283,50;19/12/2025 09:01:38;349455082144;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;2;25309,75;19/12/2025 09:22:03;349455082213;Exit;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;3;25309,50;19/12/2025 09:22:04;349455082228;Exit;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;10;25309,50;19/12/2025 09:42:08;349455082274;Entry;-;;;$ 5,20;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;3;25315,50;19/12/2025 10:00:25;349455082352;Exit;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;2;25315,50;19/12/2025 10:00:26;349455082370;Exit;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;1;25315,50;19/12/2025 10:00:26;349455082388;Exit;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;4;25315,25;19/12/2025 10:00:26;349455082398;Exit;-;;;$ 2,08;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;10;25318,75;19/12/2025 09:46:12;349455082306;Entry;-;;;$ 5,20;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;3;25315,50;19/12/2025 10:00:25;349455082347;Exit;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;2;25315,50;19/12/2025 10:00:26;349455082365;Exit;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;1;25315,50;19/12/2025 10:00:26;349455082383;Exit;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;4;25315,25;19/12/2025 10:00:26;349455082393;Exit;-;;;$ 2,08;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;10;25376,25;19/12/2025 10:30:23;349455082422;Entry;-;;;$ 5,20;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;1;25391,50;19/12/2025 10:30:52;349455082443;Exit;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;2;25391,50;19/12/2025 10:30:52;349455082448;Exit;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;7;25391,25;19/12/2025 10:30:52;349455082453;Exit;-;;;$ 3,64;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;10;25434,00;19/12/2025 10:37:27;349455082468;Entry;-;;;$ 5,20;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;10;25434,25;19/12/2025 10:38:29;349455082489;Exit;-;;;$ 5,20;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;10;25563,25;19/12/2025 10:47:39;349455082500;Entry;-;;;$ 5,20;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;10;25563,50;19/12/2025 10:59:18;349455082553;Exit;-;;;$ 5,20;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25569,50;19/12/2025 10:48:04;349455082520;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25563,50;19/12/2025 10:59:18;349455082558;Exit;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25550,25;19/12/2025 11:08:25;349455082572;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;2;25534,50;19/12/2025 11:19:24;349455082665;Exit;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;3;25534,75;19/12/2025 11:19:24;349455082682;Exit;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25551,50;19/12/2025 11:08:34;349455082588;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;2;25534,50;19/12/2025 11:19:24;349455082670;Exit;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;3;25534,75;19/12/2025 11:19:24;349455082687;Exit;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;5;25557,75;19/12/2025 11:08:44;349455082608;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;2;25534,50;19/12/2025 11:19:24;349455082675;Exit;-;;;$ 1,04;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;3;25534,75;19/12/2025 11:19:24;349455082694;Exit;-;;;$ 1,56;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25490,50;19/12/2025 11:30:27;349455082723;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;1;25539,75;19/12/2025 11:35:52;349455082862;Exit;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;4;25538,50;19/12/2025 11:35:52;349455082881;Exit;-;;;$ 2,08;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25487,50;19/12/2025 11:30:44;349455082739;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;1;25539,75;19/12/2025 11:35:52;349455082857;Exit;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;4;25538,50;19/12/2025 11:35:52;349455082874;Exit;-;;;$ 2,08;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Buy;5;25484,00;19/12/2025 11:31:01;349455082759;Entry;-;;;$ 2,60;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;1;25539,75;19/12/2025 11:35:52;349455082852;Exit;-;;;$ 0,52;1;APEX3264990000015;My NinjaTrader;
MNQ MAR26;Sell;4;25538,50;19/12/2025 11:35:52;349455082867;Exit;-;;;$ 2,08;1;APEX3264990000015;My NinjaTrader;
